<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>;<VOL>
MTSS;D;20161012;00:00:00;232.4000000;4432750
MTSS;D;20161013;00:00:00;221.7500000;4388580
MTSS;D;20161014;00:00:00;219.4500000;2676320
MTSS;D;20161017;00:00:00;219.4500000;1479640
MTSS;D;20161018;00:00:00;220.1500000;1336780
MTSS;D;20161019;00:00:00;218.8000000;1330920
MTSS;D;20161020;00:00:00;218.8000000;1107530
MTSS;D;20161021;00:00:00;217.6000000;1233300
MTSS;D;20161024;00:00:00;217.3000000;2200400
MTSS;D;20161025;00:00:00;217.4500000;1846410
MTSS;D;20161026;00:00:00;217.2000000;857500
MTSS;D;20161027;00:00:00;213.4000000;2687180
MTSS;D;20161028;00:00:00;213.3000000;2626380
MTSS;D;20161031;00:00:00;223.5000000;8776270
MTSS;D;20161101;00:00:00;223.7000000;3328460
MTSS;D;20161102;00:00:00;220.6000000;2231950
MTSS;D;20161103;00:00:00;220.5000000;2346180
MTSS;D;20161107;00:00:00;220.8000000;1155200
MTSS;D;20161108;00:00:00;219.2000000;1232680
MTSS;D;20161109;00:00:00;220.7000000;1829540
MTSS;D;20161110;00:00:00;224.3000000;4985640
MTSS;D;20161111;00:00:00;221.9000000;1510620
MTSS;D;20161114;00:00:00;221.5500000;979310
MTSS;D;20161115;00:00:00;220.2500000;1187870
MTSS;D;20161116;00:00:00;221.6000000;1434100
MTSS;D;20161117;00:00:00;220.8000000;1283680
MTSS;D;20161118;00:00:00;220.5000000;1879430
MTSS;D;20161121;00:00:00;224.4500000;2262770
MTSS;D;20161122;00:00:00;223.5000000;3430530
MTSS;D;20161123;00:00:00;225.7000000;2811800
MTSS;D;20161124;00:00:00;228.2000000;2671350
MTSS;D;20161125;00:00:00;227.5000000;2083700
MTSS;D;20161128;00:00:00;229.3000000;852740
MTSS;D;20161129;00:00:00;229.5500000;1666500
MTSS;D;20161130;00:00:00;230.2500000;1521490
MTSS;D;20161201;00:00:00;239.0000000;3994620
MTSS;D;20161202;00:00:00;244.7000000;4303150
MTSS;D;20161205;00:00:00;249.2500000;3101060
MTSS;D;20161206;00:00:00;248.4500000;3183690
MTSS;D;20161207;00:00:00;250.1000000;3791780
MTSS;D;20161208;00:00:00;254.0000000;4070380
MTSS;D;20161209;00:00:00;256.9500000;2795930
MTSS;D;20161212;00:00:00;261.9000000;3544770
MTSS;D;20161213;00:00:00;259.9500000;2193460
MTSS;D;20161214;00:00:00;259.0000000;3550860
MTSS;D;20161215;00:00:00;264.0000000;5228160
MTSS;D;20161216;00:00:00;266.6000000;2339080
MTSS;D;20161219;00:00:00;259.1500000;1089460
MTSS;D;20161220;00:00:00;259.7000000;1069380
MTSS;D;20161221;00:00:00;256.0000000;964310
MTSS;D;20161222;00:00:00;252.8000000;1105830
MTSS;D;20161223;00:00:00;250.0000000;1473810
MTSS;D;20161226;00:00:00;248.9000000;553210
MTSS;D;20161227;00:00:00;248.7000000;702410
MTSS;D;20161228;00:00:00;250.0000000;1002580
MTSS;D;20161229;00:00:00;253.8000000;1786960
MTSS;D;20161230;00:00:00;259.0000000;1659140
MTSS;D;20170103;00:00:00;262.6500000;1673650
MTSS;D;20170104;00:00:00;259.3000000;1058450
MTSS;D;20170105;00:00:00;260.5000000;1288930
MTSS;D;20170106;00:00:00;257.0000000;914040
MTSS;D;20170109;00:00:00;258.4000000;674530
MTSS;D;20170110;00:00:00;255.7000000;1859090
MTSS;D;20170111;00:00:00;257.1000000;1501820
MTSS;D;20170112;00:00:00;257.9500000;3162330
MTSS;D;20170113;00:00:00;262.9500000;2578360
MTSS;D;20170116;00:00:00;263.3500000;606020
MTSS;D;20170117;00:00:00;265.0000000;2776990
MTSS;D;20170118;00:00:00;263.6000000;1790930
